Quest ID,Quest Grade,Map Biome,Structure,Quest Boss Type,Quest Boss Minion Type,Mob Variety (INT),Structure Information,Quest Objective,Quest Level,Suitable Weapon Type,Suitable Attribute,Suitable Party Size,Loot Drop Grade
99,F,Deep Ocean,None,Feral Cat Scratchclaw,Broken Skeleton,2,"1 Feral Cat Scratchclaw + 1 Insect Swarm Lieutenant, 1 Slime Tinys, 2 Broken Skeleton Fodder",Deal with Feral Cat Scratchclaw that has been haunting the outhouse behind the guild hall,0,Trident / Arcane Staff,Necrotic,3,F
100,F,Desert,None,Pixie Prankster,Insect Swarm,2,"1 Pixie Prankster, 4 Baby Goblins, 3 Enchanted Leafs",Shoo away Pixie Prankster from the flower market — do not use fire,0,Bow / Scimitar,Dark,2,F
101,S,Feywilds,citadel,Gargoyle Lord Stonewing,Stone Golem,6,"1 Gargoyle Lord Stonewing, 12 Elite Naga Guards, 30 Stone Golem Guardians, 18 Scout Elemental Spirits",Defeat Gargoyle Lord Stonewing to lift the three-century curse upon the forsaken village,90,Bow / Wand,Ice,5,S
102,D,Jungle,None,Dire Wolf Alpha Fangrunner,Bog Frog Poisoned,3,"1 Dire Wolf Alpha Fangrunner + 1 Bog Frog Poisoned Lieutenant, 2 Rat Packs, 4 Mudcrab Fodder",Kill Dire Wolf Alpha Fangrunner and collect the posted bounty from the Guild board,20,Dual Daggers,Psychic,3,E
103,E,Crystal Wastes,ruins,Bat Swarm King Echoflap,Feral Chicken,2,"1 Bat Swarm King Echoflap + 1 Dust Bunny (Cursed) Lieutenant, 4 Slime Smalls, 4 Zombie Stumbler Fodder",Chase Bat Swarm King Echoflap away from the village before it becomes a real threat,10,Magic Tome / Rapier,Poison,3,E
104,D,Obsidian Fields,None,Stone Golem Rockfist,Undead Farmer,5,"1 Stone Golem Rockfist, 6 Elite Zombie Drifters, 4 Skeleton Rattle Guardians, 4 Scout Cave Bats",Clear Stone Golem Rockfist from the old mine shaft so workers can resume,30,Spear / Warhammer,Earth,2,D
105,D,Petrified Forest,None,Undead Pirate Captain Seadead,Slime Drop,5,"1 Undead Pirate Captain Seadead, 8 Bog Frog Poisoneds, 8 Skeleton Rattles",Clear Undead Pirate Captain Seadead from the old mine shaft so workers can resume,30,Axe / Mace,Holy,2,D
106,F,Astral Void,None,Training Dummy (Rogue),Imp Jr,3,"1 Training Dummy (Rogue), 4 Elite Rats, 5 Insect Swarm Guardians, 1 Scout Spore Puffs",Deal with Training Dummy (Rogue) that has been haunting the outhouse behind the guild hall,20,Arcane Staff / Magic Tome,Psychic,1,F
107,F,Deep Ocean,None,Animated Scarecrow,Enchanted Leaf,3,"1 Animated Scarecrow (Empowered), 2 Spore Puff Champions, 2 Enchanted Leafs",Clear Animated Scarecrow from the village chicken coops before dawn,10,Arcane Staff / Harpoon Lance,Astral,3,F
108,E,Ethereal Mist,crypt,Slime Mother Bubbleblob,Slime Small,2,"1 Slime Mother Bubbleblob, 4 Elite Mischievous Pixies, 1 Cave Cricket Guardians, 2 Scout Dust Bunny (Cursed)s",Slay Slime Mother Bubbleblob as your first officially registered hunter training quest,30,Rapier / Arcane Staff,Poison,4,E
109,D,Frozen Wastes,ancient pyramid,Zombie Hulk Rotgut,Imp Familiar,3,"1 Zombie Hulk Rotgut, 4 Elite Undead Farmers, 2 Cave Spider Small Guardians, 2 Scout Mudcrabs",Drive off Zombie Hulk Rotgut before it destroys the harvest fields,30,Crossbow,Holy,4,E
110,E,Abyssal Rift,underground city,Dust Elemental Sandwhirl,Cave Cricket,2,"1 Dust Elemental Sandwhirl (Elite), 2 Imp Sparks, 2 Stray Mutts, 1 Slime Smalls",Exterminate the small pack organized by Dust Elemental Sandwhirl near the river,30,Greatsword,Arcane,2,F
111,A,Shadowfell,underground city,Cyclops War Chief Blindrage,Orc Warrior,7,"1 Cyclops War Chief Blindrage, 12 Dark Elf Rogues, 8 Troll Grunts",Slay Cyclops War Chief Blindrage and recover the noble family heirlooms stolen in last month's raid,50,Wand / Scythe,Fire,3,B
112,E,Frozen Wastes,None,Forest Sprite Corrupted,Feral Chicken,3,"1 Forest Sprite Corrupted, 2 Elite Dust Bunny (Cursed)s, 5 Bat Guardians, 2 Scout Cave Crickets",Clear Forest Sprite Corrupted from the water well it has contaminated,20,Greatsword,Nature,1,F
113,D,Abyssal Rift,cave,Marsh Troll Sludgefist,Imp Familiar,5,"1 Marsh Troll Sludgefist, 10 Skeleton Rattles, 6 Slime Drops",Clear Marsh Troll Sludgefist from the old mine shaft so workers can resume,40,Soul Sword / Arcane Staff,Physical / Shadow,3,D
114,A,Underground Caverns,shipwreck,Werewolf Alpha Moonfang,Swamp Lurker,6,"1 Werewolf Alpha Moonfang + 1 Swamp Lurker Lieutenant, 16 Naga Sentrys, 4 Werewolf Thrall Fodder",Eliminate Werewolf Alpha Moonfang from the ruins before it grows powerful enough to expand,70,Dagger,Physical,3,A
115,SS,Jungle,colosseum,Soul Devourer Spectros,Arch-Ghoul,9,"1 Soul Devourer Spectros + 1 Plague Dragon Lieutenant, 16 Bone Dragon Wyrmlings, 24 Shadow Assassin Elite Fodder",Destroy Soul Devourer Spectros and recover the stolen kingdom's crown from its hoard,100,Dual Daggers,Nature,4,S
116,E,Tundra,shipwreck,Kobold Scout Chief Blinkstab,Mushroom Walker,2,"1 Kobold Scout Chief Blinkstab (Elite), 3 Imp Sparks, 2 Rats, 1 Bats",Kill Kobold Scout Chief Blinkstab and collect its claws for the leatherworker's commission,30,Crossbow / Warhammer,Nature,2,E
117,F,Plains,None,Goblin Warrior Clubs,Baby Goblin,2,"1 Goblin Warrior Clubs, 5 Elite Enchanted Leafs, 4 Zombie Shuffle Guardians, 3 Scout Small Bats",Collect basic materials from Goblin Warrior Clubs as part of a resource gathering mission,0,Halberd,Physical / Nature,2,F
118,B,Obsidian Fields,None,Medusa Outcast Stonestare,Merfolk Warrior,6,"1 Medusa Outcast Stonestare + 1 Goblin Fighter Lieutenant, 15 Dark Elf Scouts, 3 Zombie Brute Fodder",Exterminate Medusa Outcast Stonestare and its followers before their ritual is completed,50,Axe,Chaos,4,C
119,C,Cursed Badlands,colosseum,Ghoul Leader Decompose,Zombie Walker,5,"1 Ghoul Leader Decompose + 1 Skeleton Basic Lieutenant, 4 Wild Dogs, 6 Bandit Thug Fodder",Drive out Ghoul Leader Decompose from the ruins used as a shelter by locals,40,Wand,Earth,5,D
120,E,Tundra,town,Dust Elemental Sandwhirl,Dust Bunny (Cursed),3,"1 Dust Elemental Sandwhirl (Elite), 2 Dust Bunny (Cursed)s, 1 Feral Chickens, 3 Imp Sparks",Drive Dust Elemental Sandwhirl from the storage cellar before it eats all the supplies,30,Maul / Crossbow,Arcane,4,F
121,F,Underground Caverns,None,Giant Rat Mangefur Jr,Broken Skeleton,2,"1 Giant Rat Mangefur Jr (Elite), 2 Slime Tinys, 3 Imp Jrs, 4 Dog Strays","Kill Giant Rat Mangefur Jr and return proof — it's just one, you'll be fine",0,Axe,Nature,1,F
122,A,Coral Reef,fort,Wyvern Commander,Harpy Scout,5,"1 Wyvern Commander, 12 Hobgoblin Warriors, 12 Werewolf Thralls",Defeat Wyvern Commander and lift the curse on the haunted fort,50,Crossbow / Trident,Wind,3,A
123,F,Coral Reef,cave,Zombie Stumble,Insect Swarm,2,"1 Zombie Stumble + 1 Insect Swarm Lieutenant, 4 Zombie Shuffles, 3 Imp Jr Fodder",Defeat Zombie Stumble in the starter training zone under instructor supervision,10,Spear / Water Staff,Holy,1,F
124,D,Desert,haunted manor,Bandit Chief Razorjack,Undead Farmer,4,"1 Bandit Chief Razorjack (Empowered), 4 Skeleton Rattle Champions, 6 Slime Drops",Kill Bandit Chief Razorjack and report details of its nesting location to the Guild,30,Bow / Wand,Physical / Void,2,E
125,F,Mountains,None,Baby Kobold Thrower,Enchanted Leaf,1,"1 Baby Kobold Thrower (Elite), 3 Imp Jrs, 1 Spore Puffs, 3 Dog Strays",Defeat Baby Kobold Thrower in the starter training zone under instructor supervision,10,Maul,Necrotic,2,F
126,E,Feywilds,None,Fishman Raider Gillclaw,Feral Chicken,2,"1 Fishman Raider Gillclaw (Empowered), 3 Goblin Child Mob Champions, 3 Dust Bunny (Cursed)s",Kill Fishman Raider Gillclaw and return physical proof of the kill to the Guild,10,Chakram / Bow,Wind,1,E
127,D,Frozen Wastes,None,Corrupt Guard Captain Grimsword,Rat Pack,3,"1 Corrupt Guard Captain Grimsword (Empowered), 6 Stray Dog Champions, 4 Mudcrabs",Kill Corrupt Guard Captain Grimsword and collect the posted bounty from the Guild board,30,Spear / Greatsword,Earth / Physical,4,D
128,D,Feywilds,None,Corrupt Guard Captain Grimsword,Slime Drop,4,"1 Corrupt Guard Captain Grimsword (Empowered), 4 Rat Pack Champions, 10 Goblin Runt Scouts",Defeat Corrupt Guard Captain Grimsword and collect crafting materials from its remains,20,Staff / Chakram,Holy,2,D
129,F,Shadowfell,temple,Animated Scarecrow,Dog Stray,2,"1 Animated Scarecrow, 3 Elite Mischievous Sprites, 1 Slime Tiny Guardians, 1 Scout Enchanted Leafs",Kill Animated Scarecrow as your very first beginner's quest — welcome to the Guild,10,Dagger,Astral,3,F
130,B,Volcanic,None,Vampire Hunter (Turned) Bloodthirst,Imp Fighter,5,"1 Vampire Hunter (Turned) Bloodthirst + 1 Imp Fighter Lieutenant, 3 Zombie Brutes, 3 Goblin Fighter Fodder",Kill Vampire Hunter (Turned) Bloodthirst that has been ambushing traders on the eastern road,70,Wand,Dark / Arcane,3,B
131,F,Petrified Forest,crypt,Slime Basic,Imp Jr,1,"1 Slime Basic (Elite), 2 Rats, 2 Baby Goblins, 2 Small Bats",Drive away Slime Basic that keeps startling farm animals in the northern field,0,Mace,Poison,2,F
132,B,Underground Caverns,None,Centaur Champion Swiftarrow,Goblin Fighter,3,"1 Centaur Champion Swiftarrow + 1 Merfolk Warrior Lieutenant, 9 Dark Elf Scouts, 9 Kobold Warrior Fodder",Clear the monster nest under Centaur Champion Swiftarrow's command in the abandoned area,40,Mace,Poison / Necrotic,4,C
133,C,Crystal Wastes,None,Goblin King Sneakbolt,Imp,3,"1 Goblin King Sneakbolt, 10 Elite Imps, 2 Cultist Initiate Guardians, 4 Scout Goblin Grunts",Kill Goblin King Sneakbolt that has been raiding the local fishing docks at night,50,Magic Tome / Runic Blade,Physical,5,D
134,E,Jungle,None,Bandit Leader Gruffneck,Slime Small,2,"1 Bandit Leader Gruffneck, 5 Feral Chickens, 1 Bats",Chase Bandit Leader Gruffneck away from the village before it becomes a real threat,30,Bow,Physical,4,F
135,C,Abyssal Rift,None,Shadow Imp Captain,Marsh Sprite,4,"1 Shadow Imp Captain, 4 Cultist Initiates, 6 Cave Moths",Drive out Shadow Imp Captain from the ruins used as a shelter by locals,30,Greatsword / Arcane Staff,Shadow / Necrotic,5,D
136,F,Cursed Badlands,None,Baby Kobold Thrower,Small Bat,2,"1 Baby Kobold Thrower + 1 Lazy Undead Lieutenant, 4 Rats, 4 Slime Tiny Fodder",Collect basic materials from Baby Kobold Thrower as part of a resource gathering mission,10,Wand,Arcane,1,F
137,F,Tundra,None,Skeleton Warrior Rattlebone,Imp Jr,3,"1 Skeleton Warrior Rattlebone + 1 Imp Jr Lieutenant, 5 Spore Puffs, 4 Enchanted Leaf Fodder",Swat Skeleton Warrior Rattlebone away from the school children's picnic area,20,Crossbow / Warhammer,Holy,1,F
138,SS,Shadowfell,camp,Lich Grand Magister Dethanus,Arch-Ghoul,7,"1 Lich Grand Magister Dethanus (Empowered), 24 Plague Dragon Champions, 40 Fire Titans",Defeat Lich Grand Magister Dethanus to break the enchantment freezing the entire northern sea,100,Soul Sword,Dark,6,S
139,C,Tundra,city,Plague Rat King Gnawfester,Skeleton Basic,6,"1 Plague Rat King Gnawfester, 6 Elite Orc Lackeys, 6 Bat Swarm Guardians, 4 Scout Goblin Grunts",Defeat Plague Rat King Gnawfester and recover the stolen guild funds from its hideout,60,Axe,Poison,5,D
140,E,Coral Reef,None,Bat Swarm King Echoflap,Slime Small,4,"1 Bat Swarm King Echoflap, 4 Elite Stray Mutts, 2 Rat Guardians, 4 Scout Mushroom Walkers",Clear Bat Swarm King Echoflap from the water well it has contaminated,10,Trident,Void,1,F
141,S,Petrified Forest,village,Wyvern Alpha Stormstrike,Gargoyle Sentinel,9,"1 Wyvern Alpha Stormstrike (Elite), 12 Elemental Spirits, 30 Shadow Wolf Packs, 24 Basilisk Youngs",Hunt down Wyvern Alpha Stormstrike that has been ambushing silver-rank caravans for months,70,Axe,Lightning / Physical,5,A
142,A,Obsidian Fields,None,Cockatrice Elder,Dark Elf Rogue,6,"1 Cockatrice Elder, 12 Elite Harpy Scouts, 20 Hobgoblin Warrior Guardians, 4 Scout Gnoll Fighters",Defeat Cockatrice Elder and lift the curse on the haunted area,80,Warhammer,Ice / Radiant,4,B
143,B,Cursed Badlands,floating fortress,Jungle Troll Venomhide,Wraith Shadow,5,"1 Jungle Troll Venomhide (Elite), 15 Kobold Warriors, 15 Centaur Scouts, 12 Plague Rats",Slay Jungle Troll Venomhide and recover the farmer's stolen livestock and equipment,60,Soul Sword / Runic Blade,Physical,5,C
144,B,Obsidian Fields,None,Will-o-Wisp Collective Glimmerkin,Merfolk Warrior,7,"1 Will-o-Wisp Collective Glimmerkin (Elite), 12 Dark Elf Scouts, 9 Kobold Warriors, 3 Wraith Shadows",Drive Will-o-Wisp Collective Glimmerkin and its forces out of the nearby settlement,70,Warhammer / Runic Blade,Fire,3,B
145,A,Astral Void,None,Djinn Storm Lord,Medusa Snake,7,"1 Djinn Storm Lord (Elite), 8 Troll Grunts, 16 Cultist Warriors, 16 Dire Wolfs",Clear the area of all monsters rallied under Djinn Storm Lord's command,80,Chakram / Magic Tome,Lightning,5,B
146,A,Coral Reef,None,Naga Shaman Venomfang,Dire Wolf,5,"1 Naga Shaman Venomfang, 16 Elite Swamp Lurkers, 16 Golem Shard Guardians, 12 Scout Troll Grunts",Defeat Naga Shaman Venomfang and free the enslaved miners from the collapsed area,50,Crossbow / Trident,Radiant,5,B
147,E,Coral Reef,temple,Skeleton Captain Clatterbones,Feral Chicken,2,"1 Skeleton Captain Clatterbones, 5 Mischievous Pixies, 5 Slime Smalls",Drive Skeleton Captain Clatterbones from the storage cellar before it eats all the supplies,20,Spear / Water Staff,Holy,2,F
148,B,Ethereal Mist,rift gate,Mermaid Witch Coralweave,Imp Fighter,4,"1 Mermaid Witch Coralweave + 1 Skeletal Archer Lieutenant, 6 Kobold Warriors, 6 Giant Spider Fodder",Clear the monster nest under Mermaid Witch Coralweave's command in the abandoned rift gate,40,Wand,Water,5,C
149,F,Jungle,None,Angry Villager (Enchanted),Imp Jr,2,"1 Angry Villager (Enchanted), 5 Elite Insect Swarms, 1 Rat Guardians, 1 Scout Slime Tinys",Defeat Angry Villager (Enchanted) in the starter training zone under instructor supervision,0,Trident / Dual Daggers,Water,3,F
150,E,Deep Ocean,tower,Bat Swarm King Echoflap,Rat,2,"1 Bat Swarm King Echoflap, 3 Rats, 2 Bats",Exterminate the small pack organized by Bat Swarm King Echoflap near the river,20,Wand,Psychic,1,F
151,S,Crystal Wastes,shipwreck,Gargoyle Lord Stonewing,Harpy Fighter,9,"1 Gargoyle Lord Stonewing (Empowered), 12 Gargoyle Sentinel Champions, 30 Elemental Spirits",Slay Gargoyle Lord Stonewing and reclaim the sacred shrine it has defiled with dark power,90,Wand / Rapier,Fire,4,A
152,B,Astral Void,haunted manor,Cultist High Priest Bloodrite,Centaur Scout,6,"1 Cultist High Priest Bloodrite + 1 Kobold Warrior Lieutenant, 15 Zombie Brutes, 12 Merfolk Warrior Fodder",Clear the monster nest under Cultist High Priest Bloodrite's command in the abandoned haunted manor,70,Magic Tome,Dark,3,C + [LEGENDARY] Dragonbone Spear (Carved from a God Dragon's Spine)
153,C,Underdark,ancient pyramid,Shadow Imp Captain,Bat Swarm,4,"1 Shadow Imp Captain + 1 Wild Dog Lieutenant, 6 Slime Blobs, 2 Cultist Initiate Fodder",Kill Shadow Imp Captain that has been raiding the local fishing docks at night,30,Hand Cannon / Crossbow,Shadow,5,D
154,F,Obsidian Fields,None,Giant Rat Mangefur Jr,Insect Swarm,2,"1 Giant Rat Mangefur Jr (Empowered), 6 Dog Stray Champions, 2 Enchanted Leafs",Kill Giant Rat Mangefur Jr as your very first beginner's quest — welcome to the Guild,20,Spear,Ice,1,F
155,D,Underdark,floating fortress,Corrupt Guard Captain Grimsword,Undead Farmer,3,"1 Corrupt Guard Captain Grimsword + 1 Cave Bat Lieutenant, 6 Feral Cats, 8 Imp Familiar Fodder",Clear Corrupt Guard Captain Grimsword from the old mine shaft so workers can resume,30,Staff,Ice,2,D
156,F,Mountains,None,Angry Villager (Enchanted),Slime Tiny,2,"1 Angry Villager (Enchanted) + 1 Baby Goblin Lieutenant, 2 Small Bats, 4 Broken Skeleton Fodder",Kill Angry Villager (Enchanted) as your very first beginner's quest — welcome to the Guild,10,Maul,Poison / Radiant,3,F
157,A,Underground Caverns,None,Golem Keeper Cragfist,Hobgoblin Warrior,8,"1 Golem Keeper Cragfist, 20 Elite Golem Shards, 12 Harpy Scout Guardians, 16 Scout Hobgoblin Warriors",Hunt Golem Keeper Cragfist that has been shutting down the kingdom's most profitable mines,60,Axe,Earth / Astral,3,B
158,D,Forest,None,Kobold Trap Master Springjaw,Bog Frog Poisoned,3,"1 Kobold Trap Master Springjaw (Empowered), 12 Skeleton Rattle Champions, 4 Cave Spider Smalls",Defeat Kobold Trap Master Springjaw and collect crafting materials from its remains,30,Dagger,Necrotic / Void,3,D
159,F,Volcanic,temple,Angry Villager (Enchanted),Mischievous Sprite,2,"1 Angry Villager (Enchanted) (Elite), 3 Spore Puffs, 4 Lazy Undeads, 4 Slime Tinys",Defeat Angry Villager (Enchanted) in the starter training zone under instructor supervision,0,Axe / Staff,Lightning / Necrotic,2,F
160,E,Plains,None,Slime Mother Bubbleblob,Stray Mutt,2,"1 Slime Mother Bubbleblob (Elite), 4 Feral Chickens, 4 Dust Bunny (Cursed)s, 1 Slime Smalls",Exterminate the small pack organized by Slime Mother Bubbleblob near the river,30,Halberd,Poison,3,E
161,C,Desert,ruins,Stone Spider Matriarch,Bandit Thug,6,"1 Stone Spider Matriarch (Elite), 8 Imps, 2 Slime Blobs, 2 Bat Swarms",Neutralize Stone Spider Matriarch blocking the only road connecting two towns,30,Bow / Glaive,Poison,3,C
162,E,Petrified Forest,None,Rabid Hound Alpha Frothjaw,Skeleton Fragment,2,"1 Rabid Hound Alpha Frothjaw (Elite), 3 Stray Mutts, 5 Rats, 3 Feral Chickens",Slay Rabid Hound Alpha Frothjaw as your first officially registered hunter training quest,30,Bow / Axe,Physical,4,E
163,B,Desert,town,Corrupted Paladin Greyshield,Dark Elf Scout,5,"1 Corrupted Paladin Greyshield, 6 Elite Wraith Shadows, 15 Skeletal Archer Guardians, 12 Scout Plague Rats",Clear the monster nest under Corrupted Paladin Greyshield's command in the abandoned town,40,Dagger / Scimitar,Chaos,4,B
164,A,Deep Ocean,cave,Swamp Witch Morawen,Orc Warrior,6,"1 Swamp Witch Morawen + 1 Undead Soldier Lieutenant, 4 Swamp Lurkers, 8 Hobgoblin Warrior Fodder",Kill Swamp Witch Morawen and bring back its trophy as proof for the kingdom's military,60,Trident,Poison,6,B
165,F,Petrified Forest,tower,Goblin Warrior Clubs,Imp Jr,2,"1 Goblin Warrior Clubs, 6 Insect Swarms, 4 Mischievous Sprites",Deal with Goblin Warrior Clubs that has been haunting the outhouse behind the guild hall,20,Axe / Wand,Physical,2,F
166,A,Cursed Badlands,palace,Troll King Gorgash,Dire Wolf,6,"1 Troll King Gorgash (Elite), 16 Werewolf Thralls, 4 Orc Warriors, 16 Undead Soldiers",Hunt Troll King Gorgash that has been shutting down the kingdom's most profitable mines,50,Scythe / Mace,Physical,4,A
167,B,Shadowfell,city,Dire Bear Alpha Clawrend,Imp Fighter,4,"1 Dire Bear Alpha Clawrend + 1 Skeletal Archer Lieutenant, 3 Imp Fighters, 6 Merfolk Warrior Fodder",Kill Dire Bear Alpha Clawrend that has been ambushing traders on the eastern road,50,Soul Sword / Dagger,Lightning,4,C
168,F,Crystal Wastes,labyrinth,Skeleton Warrior Rattlebone,Zombie Shuffle,2,"1 Skeleton Warrior Rattlebone, 6 Lazy Undeads, 1 Spore Puffs",Deal with Skeleton Warrior Rattlebone that has been haunting the outhouse behind the guild hall,20,Runic Blade / Wand,Holy / Physical,2,F
169,C,Crystal Wastes,None,Skeleton Archer Commander,Zombie Walker,6,"1 Skeleton Archer Commander + 1 Slime Blob Lieutenant, 4 Wild Dogs, 4 Goblin Grunt Fodder",Slay Skeleton Archer Commander and its minions harassing construction workers,50,Magic Tome / Wand,Holy,4,C
170,A,Deep Ocean,palace,Werewolf Alpha Moonfang,Undead Soldier,7,"1 Werewolf Alpha Moonfang (Elite), 12 Harpy Scouts, 12 Hobgoblin Warriors, 4 Gnoll Fighters",Defeat Werewolf Alpha Moonfang and free the enslaved miners from the collapsed palace,50,Trident,Physical,3,A
171,F,Abyssal Rift,None,Mushroom Spore Walker,Rat,2,"1 Mushroom Spore Walker, 2 Dog Strays, 3 Zombie Shuffles",Drive away Mushroom Spore Walker that keeps startling farm animals in the northern field,10,Scythe / Arcane Staff,Poison / Arcane,2,F
172,A,Volcanic,palace,Dark Elf Archmage Nythari,Troll Grunt,6,"1 Dark Elf Archmage Nythari, 24 Orc Warriors, 20 Golem Shards",Rescue the kidnapped noble's children held in Dark Elf Archmage Nythari's camp,50,Staff,Dark / Physical,3,A
